title,company_name,description,skills_requirements,location,stipend,category,application_deadline,is_remote
AI Research Intern,NVIDIA,Design and develop user-facing features while collaborating closely with design and product.,"Communication Skills, Data Analysis, Leadership, NLP, Teamwork",Delhi,,Product,2026-01-06,False
Data Analyst Intern,Uber,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Communication Skills, Data Analysis, Excel, Finance Basics, Problem Solving, PyTorch, Statistics, UI/UX Design",Noida,,Finance,2026-02-26,False
Frontend Developer Intern,Byjus,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","AWS, Communication Skills, Creativity, Cybersecurity, Figma, PyTorch, UI/UX Design",Remote,,UI/UX Design,2026-02-10,True
Data Analyst Intern,Accenture,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Azure, Figma, GCP, Git/GitHub, Kubernetes, PyTorch",Noida,7172-20072,Cloud / DevOps,2026-05-25,False
Finance Intern,Zoho,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Marketing Basics, NumPy, Pandas, Power BI, SQL, Statistics, Teamwork",Hyderabad,9092-35876,Data Science,2026-04-06,False
Backend Developer Intern,Zoho,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","AWS, Azure, Leadership, Pandas",Chennai,12678-16074,Cloud / DevOps,2026-03-14,False
Machine Learning Intern,Reliance,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Cybersecurity, Data Analysis, Deep Learning, Excel, Power BI, Tableau",Kolkata,18455-37967,Business / Analytics,2026-07-06,False
Data Science Intern,NVIDIA,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Communication Skills, Cybersecurity, Data Analysis, Marketing Basics, Time Management",Chennai,,Marketing / Growth,2026-06-12,False
Frontend Developer Intern,Zomato,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","C, Cybersecurity, Excel, Linux, NLP, Problem Solving",Bangalore,10062-25741,Cybersecurity,2025-12-29,False
Software Engineering Intern,NVIDIA,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Deep Learning, Figma, NLP",Delhi,13006-30067,Machine Learning,2026-04-06,False
QA / Test Automation Intern,Accenture,Work on real-time projects used by thousands of users while learning from senior mentors.,"Excel, HTML/CSS, Tableau",Chennai,20847-30918,Business / Analytics,2026-06-10,False
QA / Test Automation Intern,Paytm,Design and develop user-facing features while collaborating closely with design and product.,"Data Analysis, Finance Basics, NLP, NumPy, Pandas, Power BI, Product Sense, Python",Mumbai,14176-43207,Data Science,2026-03-14,False
Software Engineering Intern,Freshworks,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Azure, Finance Basics, Power BI, Problem Solving",Ahmedabad,11888-28880,Finance,2026-07-15,False
Business Analyst Intern,Accenture,High-performing interns may be considered for full-time offers or extended internships.,"Deep Learning, Kubernetes, NumPy, PyTorch",Remote,5246-25774,Machine Learning,2026-07-15,True
Finance Intern,Accenture,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Data Analysis, Excel, Finance Basics, Power BI, Problem Solving, SQL, Statistics, Time Management",Chennai,17933-20896,Finance,2026-04-22,False
Data Analyst Intern,Microsoft,Design and develop user-facing features while collaborating closely with design and product.,"Cybersecurity, Deep Learning, Finance Basics, Python, Statistics, Teamwork, TensorFlow",Ahmedabad,6761-33848,Machine Learning,2026-04-13,False
Mobile App Developer Intern,Uber,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Communication Skills, Excel, Machine Learning, Power BI, REST APIs, SQL",Chennai,,Business / Analytics,2026-03-19,False
DevOps Intern,Zomato,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Excel, HTML/CSS, NLP, Pandas, Statistics",Delhi,14188-26703,Finance,2026-01-26,False
NLP Intern,Accenture,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Cybersecurity, Data Analysis, Machine Learning, Python, Statistics, Tableau",Bangalore,7389-28030,Data Science,2026-06-21,False
Data Analyst Intern,Google,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Deep Learning, Machine Learning, PyTorch, Python, Teamwork, TensorFlow",Delhi,10852-16693,Machine Learning,2026-06-24,False
Backend Developer Intern,Paytm,High-performing interns may be considered for full-time offers or extended internships.,"Communication Skills, Data Analysis, Networking, Pandas, SQL",Remote,,Business / Analytics,2026-04-04,True
UI/UX Design Intern,Uber,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","C, Communication Skills, Creativity, Data Analysis, HTML/CSS, Marketing Basics, React",Chennai,15146-34747,Marketing / Growth,2026-05-20,False
Software Engineering Intern,Accenture,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Azure, GCP, Linux, Tableau",Hyderabad,5662-35023,Cloud / DevOps,2026-07-23,False
Cloud Engineering Intern,Intel,Work on real-time projects used by thousands of users while learning from senior mentors.,"Deep Learning, Git/GitHub, Machine Learning, React, Statistics, TensorFlow",Ahmedabad,7678-30114,Machine Learning,2026-01-14,False
Frontend Developer Intern,Meesho,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Cloud Computing, NLP, Statistics, TensorFlow",Mumbai,14585-28747,Machine Learning,2025-12-16,False
Growth Intern,IBM,"Solve practical business problems with data and models, and build a strong portfolio of projects.","C++, Communication Skills, Creativity, Docker, Figma, Power BI, UI/UX Design",Ahmedabad,8329-13938,UI/UX Design,2026-01-06,False
UI/UX Design Intern,Freshworks,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Communication Skills, Creativity, Data Analysis, Leadership, Networking, Power BI, Teamwork",Delhi,16317-30041,Product,2026-06-18,False
Full Stack Developer Intern,TCS,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","C++, Git/GitHub, Java, JavaScript, Tableau, UI/UX Design",Jaipur,14534-19931,Software Development,2025-12-26,False
Machine Learning Intern,Wipro,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Creativity, Data Analysis, Python, UI/UX Design",Remote,,Machine Learning,2026-01-25,True
Business Analyst Intern,Flipkart,Design and develop user-facing features while collaborating closely with design and product.,"Creativity, Deep Learning, Figma, UI/UX Design",Chennai,,UI/UX Design,2026-03-28,False
Growth Intern,Amazon,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Creativity, Deep Learning, Leadership, Tableau, Teamwork",Chennai,,Product,2026-01-01,False
QA / Test Automation Intern,Wipro,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Azure, Cloud Computing, GCP, Git/GitHub, Kubernetes, Linux, Networking, Teamwork",Kolkata,19210-46974,Cloud / DevOps,2026-06-19,False
UI/UX Design Intern,IBM,"Solve practical business problems with data and models, and build a strong portfolio of projects.","AWS, Communication Skills, Creativity, Data Analysis, Marketing Basics, Networking, REST APIs",Hyderabad,22304-33866,Marketing / Growth,2026-03-26,False
Product Management Intern,Accenture,Design and develop user-facing features while collaborating closely with design and product.,"AWS, Data Analysis, Docker, NLP, NumPy, PyTorch, Python",Bangalore,,Artificial Intelligence,2026-03-27,False
Cloud Engineering Intern,CRED,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Creativity, GCP, Leadership, Marketing Basics",Hyderabad,5887-33778,Product,2026-01-15,False
Backend Developer Intern,Zomato,High-performing interns may be considered for full-time offers or extended internships.,"AWS, Data Analysis, Docker, Machine Learning, React",Kolkata,,Cloud / DevOps,2026-07-15,False
Frontend Developer Intern,CRED,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Data Analysis, GCP, NumPy, Tableau",Pune,19629-28210,Data Science,2026-04-10,False
Mobile App Developer Intern,Microsoft,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Data Analysis, Java, SQL, Tableau",Delhi,,Business / Analytics,2026-04-30,False
Data Science Intern,Intel,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Communication Skills, Deep Learning, NLP, PyTorch, TensorFlow",Gurgaon,19959-40136,Artificial Intelligence,2026-01-27,False
AI Research Intern,Zomato,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","C, Docker, Git/GitHub, Problem Solving",Ahmedabad,14553-16708,Software Development,2026-04-23,False
Frontend Developer Intern,Google,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Data Analysis, Deep Learning, Marketing Basics, PyTorch, Python, TensorFlow",Noida,,Artificial Intelligence,2026-04-23,False
DevOps Intern,Ola,High-performing interns may be considered for full-time offers or extended internships.,"Deep Learning, Machine Learning, NLP, NumPy, PyTorch, Python, TensorFlow, UI/UX Design",Bangalore,,Artificial Intelligence,2026-06-14,False
NLP Intern,Intel,Work on real-time projects used by thousands of users while learning from senior mentors.,"Data Analysis, Deep Learning, HTML/CSS, Machine Learning, NLP, Power BI, Python, Time Management",Kolkata,19851-33277,Artificial Intelligence,2026-05-17,False
Data Science Intern,Zomato,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Kubernetes, Networking, Problem Solving, Python",Noida,23504-30588,Cybersecurity,2026-04-26,False
Data Science Intern,Swiggy,Design and develop user-facing features while collaborating closely with design and product.,"Deep Learning, Machine Learning, NumPy, Pandas, Python, SQL, Statistics, Tableau",Mumbai,,Data Science,2026-01-07,False
Finance Intern,Wipro,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Creativity, Data Analysis, Docker, Leadership",Ahmedabad,12388-37010,Product,2026-06-03,False
Finance Intern,Paytm,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Excel, Finance Basics, Linux, Problem Solving, Statistics",Noida,16606-45954,Finance,2026-05-05,False
UI/UX Design Intern,Zomato,Design and develop user-facing features while collaborating closely with design and product.,"Data Analysis, Docker, Figma, HTML/CSS, SQL",Gurgaon,16846-28550,Data Science,2026-05-21,False
QA / Test Automation Intern,Salesforce,Design and develop user-facing features while collaborating closely with design and product.,"C++, Communication Skills, HTML/CSS, UI/UX Design",Hyderabad,,UI/UX Design,2026-03-29,False
Backend Developer Intern,Paytm,High-performing interns may be considered for full-time offers or extended internships.,"Data Analysis, Kubernetes, NLP, Power BI, PyTorch, Python, Teamwork",Chennai,19323-48650,Machine Learning,2025-12-24,False
Frontend Developer Intern,Reliance,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Communication Skills, Creativity, Figma, Finance Basics, NumPy, Pandas, UI/UX Design",Ahmedabad,8880-22244,UI/UX Design,2025-12-19,False
Business Analyst Intern,Infosys,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Cloud Computing, Deep Learning, PyTorch, Python, TensorFlow",Jaipur,16572-22933,Machine Learning,2026-02-13,False
DevOps Intern,Infosys,"Work in a student-friendly environment that values learning, feedback and long-term growth.","AWS, Data Analysis, Excel, Finance Basics, Java, Problem Solving, Statistics",Mumbai,20595-30081,Finance,2026-05-04,False
DevOps Intern,Wipro,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Communication Skills, Creativity, Excel, Figma, Pandas, TensorFlow, UI/UX Design",Jaipur,24777-53939,UI/UX Design,2026-07-08,False
Mobile App Developer Intern,IBM,"Solve practical business problems with data and models, and build a strong portfolio of projects.","AWS, Data Analysis, Finance Basics, HTML/CSS, Linux, Problem Solving, Statistics",Chennai,18731-41105,Finance,2026-07-26,False
Finance Intern,Amazon,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Communication Skills, Data Analysis, Excel, NumPy, SQL, Tableau",Mumbai,,Business / Analytics,2026-04-04,False
QA / Test Automation Intern,Paytm,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Creativity, Cybersecurity, Machine Learning, Python, REST APIs, SQL, Statistics, Tableau",Ahmedabad,23690-33254,Data Science,2026-04-09,False
Software Engineering Intern,Paytm,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","C, Data Analysis, Machine Learning, NLP, PyTorch, TensorFlow",Gurgaon,10047-34013,Artificial Intelligence,2026-02-12,False
Backend Developer Intern,Microsoft,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Cloud Computing, Communication Skills, Data Analysis, Leadership, Linux, Problem Solving, Product Sense, Teamwork",Bangalore,6388-36015,Product,2026-02-04,False
Backend Developer Intern,CRED,High-performing interns may be considered for full-time offers or extended internships.,"Data Analysis, Docker, Figma, Power BI, Python, SQL, Teamwork",Kolkata,13497-23884,Data Science,2026-06-08,False
Marketing Intern,Google,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","GCP, Kubernetes, Linux, Teamwork",Jaipur,,Cloud / DevOps,2026-03-05,False
Mobile App Developer Intern,Freshworks,Work on real-time projects used by thousands of users while learning from senior mentors.,"AWS, JavaScript, Linux, Python",Noida,20399-48616,Cloud / DevOps,2026-01-20,False
DevOps Intern,Reliance,High-performing interns may be considered for full-time offers or extended internships.,"Docker, HTML/CSS, Python",Gurgaon,,Software Development,2026-05-25,False
Machine Learning Intern,Reliance,Design and develop user-facing features while collaborating closely with design and product.,"Machine Learning, Networking, Python",Kolkata,,Data Science,2026-05-17,False
Business Analyst Intern,Infosys,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Data Analysis, Deep Learning, HTML/CSS, Product Sense, PyTorch",Ahmedabad,,Machine Learning,2026-07-28,False
QA / Test Automation Intern,Microsoft,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Communication Skills, Creativity, Data Analysis, Linux, Marketing Basics",Chennai,,Marketing / Growth,2026-05-02,False
Frontend Developer Intern,NVIDIA,"Work in a student-friendly environment that values learning, feedback and long-term growth.","C, Linux, Networking, Problem Solving",Gurgaon,24985-37983,Cybersecurity,2026-02-25,False
Data Science Intern,Swiggy,High-performing interns may be considered for full-time offers or extended internships.,"Docker, Figma, GCP, Git/GitHub, Kubernetes",Kolkata,11328-23713,Cloud / DevOps,2026-01-12,False
Marketing Intern,Paytm,Work on real-time projects used by thousands of users while learning from senior mentors.,"Azure, Cloud Computing, Kubernetes, Linux",Bangalore,,Cloud / DevOps,2026-04-11,False
QA / Test Automation Intern,Paytm,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Communication Skills, Creativity, Data Analysis, HTML/CSS, Marketing Basics, PyTorch",Mumbai,8243-22051,Marketing / Growth,2026-05-30,False
Cybersecurity Intern,IBM,"Work in a student-friendly environment that values learning, feedback and long-term growth.","HTML/CSS, Machine Learning, Networking, PyTorch, Python, Teamwork",Delhi,14507-22536,Artificial Intelligence,2026-02-14,False
Marketing Intern,TCS,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Communication Skills, Creativity, Power BI, Time Management",Pune,24986-40453,Business / Analytics,2026-02-02,False
Mobile App Developer Intern,Byjus,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Data Analysis, Deep Learning, NLP, PyTorch, Statistics, TensorFlow",Hyderabad,10278-24207,Machine Learning,2026-07-23,False
Machine Learning Intern,Paytm,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Excel, Power BI, Problem Solving, Statistics",Noida,10599-37750,Business / Analytics,2026-02-21,False
Cloud Engineering Intern,Salesforce,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Deep Learning, Leadership, Machine Learning, PyTorch, Python, TensorFlow",Kolkata,,Artificial Intelligence,2026-02-14,False
UI/UX Design Intern,Infosys,"Solve practical business problems with data and models, and build a strong portfolio of projects.","AWS, Docker, Marketing Basics, Problem Solving, React",Remote,21076-47432,Cloud / DevOps,2026-04-19,True
Software Engineering Intern,Infosys,Design and develop user-facing features while collaborating closely with design and product.,"Cloud Computing, Cybersecurity, Linux, Networking, Problem Solving, PyTorch",Mumbai,13674-28211,Cybersecurity,2026-07-16,False
Growth Intern,Accenture,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Cybersecurity, Networking, Power BI, Product Sense, Python",Kolkata,,Cybersecurity,2026-02-21,False
Business Analyst Intern,Reliance,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Data Analysis, GCP, Marketing Basics, Networking, Pandas",Ahmedabad,6029-15739,Marketing / Growth,2026-03-30,False
Machine Learning Intern,Adobe,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Communication Skills, Data Analysis, Finance Basics, REST APIs",Ahmedabad,17791-26697,Finance,2025-12-11,False
Backend Developer Intern,Google,Work on real-time projects used by thousands of users while learning from senior mentors.,"C, HTML/CSS, Java, JavaScript, Kubernetes, React",Ahmedabad,16570-46009,Software Development,2026-02-13,False
Finance Intern,TCS,High-performing interns may be considered for full-time offers or extended internships.,"C, Data Analysis, NLP, Python, REST APIs, React",Noida,,Machine Learning,2026-05-02,False
Cybersecurity Intern,Flipkart,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Communication Skills, Data Analysis, Excel, Pandas, SQL, Tableau, UI/UX Design",Gurgaon,13686-23105,Business / Analytics,2025-12-21,False
QA / Test Automation Intern,Meesho,High-performing interns may be considered for full-time offers or extended internships.,"Figma, Finance Basics, Java, Python, REST APIs",Mumbai,15485-18387,Software Development,2026-07-17,False
Cloud Engineering Intern,Paytm,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Data Analysis, Machine Learning, NLP, PyTorch, REST APIs",Ahmedabad,15231-21907,Artificial Intelligence,2026-04-08,False
QA / Test Automation Intern,Reliance,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","C++, Data Analysis, Machine Learning, Python, TensorFlow",Pune,22987-38512,Artificial Intelligence,2026-04-04,False
Business Analyst Intern,Intel,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Communication Skills, Creativity, Figma, PyTorch, TensorFlow, Time Management, UI/UX Design",Chennai,,UI/UX Design,2026-07-13,False
Growth Intern,PhonePe,High-performing interns may be considered for full-time offers or extended internships.,"Data Analysis, Excel, Power BI, SQL, Teamwork",Remote,12325-25549,Business / Analytics,2026-07-29,True
Product Management Intern,CRED,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Azure, Communication Skills, Data Analysis, Leadership, Product Sense, SQL, UI/UX Design",Ahmedabad,7981-21373,Product,2026-05-17,False
Cloud Engineering Intern,Accenture,Work on real-time projects used by thousands of users while learning from senior mentors.,"Communication Skills, Creativity, Data Analysis, Figma, Machine Learning, Networking, Product Sense, Teamwork",Jaipur,6325-11541,Product,2026-07-14,False
Data Science Intern,Zomato,Design and develop user-facing features while collaborating closely with design and product.,"Cloud Computing, Docker, GCP, Git/GitHub, Linux, Python, REST APIs",Bangalore,,Cloud / DevOps,2026-06-23,False
Marketing Intern,Zomato,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Deep Learning, SQL, Tableau",Bangalore,18374-44071,Business / Analytics,2026-04-16,False
Full Stack Developer Intern,Swiggy,High-performing interns may be considered for full-time offers or extended internships.,"Machine Learning, NumPy, Pandas, Python, SQL",Pune,14791-29333,Data Science,2026-07-07,False
AI Research Intern,Swiggy,High-performing interns may be considered for full-time offers or extended internships.,"Cloud Computing, Creativity, Docker, Git/GitHub, Linux, Machine Learning, Networking",Delhi,16750-19745,Cloud / DevOps,2026-02-11,False
Business Analyst Intern,Freshworks,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Excel, Kubernetes, PyTorch, TensorFlow, Time Management",Hyderabad,16179-32914,Machine Learning,2026-02-21,False
Frontend Developer Intern,IBM,Design and develop user-facing features while collaborating closely with design and product.,"Creativity, Data Analysis, Excel",Chennai,13794-21893,Marketing / Growth,2026-01-05,False
DevOps Intern,Freshworks,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Communication Skills, Creativity, Data Analysis, Git/GitHub, JavaScript, Leadership, Teamwork, UI/UX Design",Delhi,,Product,2026-06-10,False
Data Analyst Intern,Zomato,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Cybersecurity, JavaScript, Networking, Statistics",Remote,14912-32096,Cybersecurity,2026-01-08,True
Business Analyst Intern,Uber,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","AWS, Data Analysis, Excel, Finance Basics, NumPy, Pandas, Problem Solving, Statistics",Delhi,9753-18031,Finance,2026-04-28,False
NLP Intern,Uber,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Excel, Leadership, Networking, Problem Solving, Python, Teamwork",Gurgaon,16256-37332,Cybersecurity,2026-05-18,False
Finance Intern,Microsoft,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","C++, Communication Skills, Data Analysis, Excel, Power BI, Tableau",Kolkata,9928-35930,Business / Analytics,2026-02-25,False
DevOps Intern,Swiggy,Design and develop user-facing features while collaborating closely with design and product.,"Excel, Machine Learning, PyTorch, TensorFlow",Gurgaon,8628-32762,Artificial Intelligence,2026-03-23,False
Data Analyst Intern,Zomato,Work on real-time projects used by thousands of users while learning from senior mentors.,"Data Analysis, Excel, HTML/CSS, Kubernetes, NLP, Power BI",Chennai,,Business / Analytics,2025-12-20,False
Finance Intern,Microsoft,Work on real-time projects used by thousands of users while learning from senior mentors.,"Azure, Deep Learning, NLP, Power BI, PyTorch, Python, TensorFlow",Jaipur,9946-26633,Artificial Intelligence,2026-02-06,False
Growth Intern,Salesforce,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Communication Skills, Data Analysis, Excel, HTML/CSS, Power BI, Tableau",Chennai,,Business / Analytics,2026-02-24,False
UI/UX Design Intern,Ola,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Communication Skills, Data Analysis, Docker, Excel, HTML/CSS, Marketing Basics, Power BI, Tableau",Bangalore,17604-35468,Business / Analytics,2026-05-12,False
Mobile App Developer Intern,Microsoft,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","Communication Skills, Creativity, Deep Learning, Figma, UI/UX Design",Kolkata,,UI/UX Design,2026-05-28,False
Software Engineering Intern,Accenture,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Communication Skills, Creativity, Cybersecurity, Linux, Networking, Problem Solving, Python",Hyderabad,,Cybersecurity,2026-01-25,False
Full Stack Developer Intern,NVIDIA,Design and develop user-facing features while collaborating closely with design and product.,"Data Analysis, Excel, Finance Basics, Marketing Basics, Problem Solving, Statistics",Chennai,10433-18505,Finance,2026-06-13,False
DevOps Intern,Uber,Design and develop user-facing features while collaborating closely with design and product.,"Cybersecurity, Git/GitHub, Linux, Networking, Problem Solving, Python",Kolkata,,Cybersecurity,2026-03-16,False
DevOps Intern,Freshworks,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Cloud Computing, Cybersecurity, Linux, Pandas, Problem Solving, Python",Kolkata,24506-41859,Cybersecurity,2026-05-27,False
Data Analyst Intern,Wipro,Work on real-time projects used by thousands of users while learning from senior mentors.,"Data Analysis, Deep Learning, Machine Learning, Power BI, Python, SQL, Statistics",Ahmedabad,24937-53771,Data Science,2026-07-10,False
Marketing Intern,Intel,High-performing interns may be considered for full-time offers or extended internships.,"Finance Basics, HTML/CSS, Problem Solving, React",Kolkata,9339-31096,Software Development,2026-01-08,False
DevOps Intern,Freshworks,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Cloud Computing, Communication Skills, Creativity, Marketing Basics",Noida,24067-48137,Marketing / Growth,2025-12-21,False
DevOps Intern,Intel,Design and develop user-facing features while collaborating closely with design and product.,"Deep Learning, Excel, Machine Learning, Pandas, UI/UX Design",Kolkata,9465-11887,Data Science,2026-01-17,False
Cloud Engineering Intern,Adobe,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Docker, NumPy, REST APIs, Tableau",Remote,8831-31888,Data Science,2026-03-29,True
Frontend Developer Intern,Meesho,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Communication Skills, Creativity, Data Analysis, Product Sense, Tableau, Teamwork, UI/UX Design",Kolkata,23884-32145,Product,2026-07-02,False
Machine Learning Intern,Wipro,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Data Analysis, JavaScript, Leadership, Machine Learning, Statistics, TensorFlow",Bangalore,21512-47660,Machine Learning,2026-05-12,False
QA / Test Automation Intern,Adobe,"Work in a student-friendly environment that values learning, feedback and long-term growth.","AWS, Azure, Cloud Computing, GCP, Kubernetes, Teamwork, Time Management",Remote,13447-33563,Cloud / DevOps,2026-03-08,True
Backend Developer Intern,Salesforce,High-performing interns may be considered for full-time offers or extended internships.,"Git/GitHub, Java, JavaScript",Jaipur,5005-26781,Software Development,2026-06-29,False
Finance Intern,Freshworks,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Cloud Computing, Deep Learning, Excel, NLP, PyTorch, Python, TensorFlow",Gurgaon,,Artificial Intelligence,2026-03-31,False
Growth Intern,Zomato,Work on real-time projects used by thousands of users while learning from senior mentors.,"Communication Skills, Data Analysis, Excel, Python, SQL, Tableau",Jaipur,,Business / Analytics,2026-02-17,False
UI/UX Design Intern,Wipro,"Take ownership of a mini project from idea to demo, and present it to leadership at the end.","Azure, Creativity, Data Analysis, Kubernetes, Marketing Basics",Mumbai,,Marketing / Growth,2026-02-11,False
Cloud Engineering Intern,Zomato,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Communication Skills, Creativity, Data Analysis, Product Sense, Teamwork",Noida,10504-13199,Product,2026-07-21,False
Software Engineering Intern,Amazon,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Data Analysis, Linux, NLP, Python",Ahmedabad,,Artificial Intelligence,2026-01-12,False
Machine Learning Intern,Meesho,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Cybersecurity, Linux, NLP, Networking, Problem Solving, Python",Delhi,,Cybersecurity,2026-07-07,False
Finance Intern,Flipkart,Work on real-time projects used by thousands of users while learning from senior mentors.,"Cybersecurity, Data Analysis, Machine Learning, Marketing Basics, NLP, PyTorch, Python, Statistics",Pune,,Artificial Intelligence,2026-05-24,False
Software Engineering Intern,Swiggy,High-performing interns may be considered for full-time offers or extended internships.,"Azure, Deep Learning, GCP, Kubernetes, Linux, Power BI, Time Management",Kolkata,,Cloud / DevOps,2026-05-06,False
Data Science Intern,Byjus,"Solve practical business problems with data and models, and build a strong portfolio of projects.","AWS, Cloud Computing, Cybersecurity, Problem Solving",Ahmedabad,14421-43703,Cloud / DevOps,2026-05-05,False
Data Science Intern,Paytm,"Work in a student-friendly environment that values learning, feedback and long-term growth.","Cloud Computing, Data Analysis, Deep Learning, NLP, Power BI, PyTorch, Time Management",Noida,17331-46846,Artificial Intelligence,2025-12-27,False
Machine Learning Intern,Adobe,"Improve your fundamentals with code reviews, pair programming and weekly learning sessions.","Cybersecurity, Data Analysis, Docker, Excel, Finance Basics, Problem Solving, Python, Statistics",Delhi,7575-24853,Finance,2026-01-01,False
Cybersecurity Intern,Zoho,"Solve practical business problems with data and models, and build a strong portfolio of projects.","Data Analysis, Git/GitHub, Python, Teamwork, UI/UX Design",Chennai,,Product,2025-12-30,False
Frontend Developer Intern,Microsoft,"Contribute to live ML pipelines, run experiments and present your findings to the product team.","Communication Skills, Figma, NumPy, Pandas, UI/UX Design",Pune,,UI/UX Design,2026-01-15,False
Full Stack Developer Intern,Reliance,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Deep Learning, Git/GitHub, Machine Learning",Hyderabad,22489-35764,Artificial Intelligence,2026-05-29,False
Data Analyst Intern,Adobe,Work on real-time projects used by thousands of users while learning from senior mentors.,"Machine Learning, Pandas, SQL",Bangalore,,Data Science,2026-06-25,False
Finance Intern,Swiggy,High-performing interns may be considered for full-time offers or extended internships.,"Cybersecurity, Linux, Problem Solving, Python, UI/UX Design",Delhi,10548-29466,Cybersecurity,2026-02-02,False
Backend Developer Intern,Byjus,"Get exposure to industry-standard tools, cloud platforms and modern engineering practices.","C++, Creativity, Data Analysis, Machine Learning, PyTorch, TensorFlow",Chennai,14290-33449,Machine Learning,2026-02-20,False
AI Research Intern,CRED,"Join a fast-paced team, ship features to production and get close guidance from experienced engineers.","Java, Problem Solving, Product Sense",Remote,,Software Development,2026-05-08,True
